s.no,borrower,financial dob,nonfinancial dob,annual_income,profession,marital status,institute_name,course_name,loan amount,course_cost,dpd_days,current_status,current city,current state,current pincode,permanent city,permanent state,interest rate,enach activated,imdb success,protection_type_name,cibilscore,lender_name,company name,disbursal date,work experience,loan category,loan type,sector,residence type,tenure,emi_amount
884,Edgar Sullivan,1998-01-23,1961-01-30,150240,Plant breeder/geneticist,Divorced,Wilson PLC,heavy,31014,5397,40,Fully Disbursed,Christiebury,Missouri,80787,South Jessica,Tennessee,10.54,False,No,leg,618,"Fleming, Thomas and Sullivan","Mcguire, French and Lawrence",1970-05-24,14,Education loan,Certification,where,Rented,29,2412
885,Thomas Anderson,1970-12-28,1973-03-31,184057,Television/film/video producer,Single,"Young, White and Stewart",benefit,18445,26861,303,EMI Running,Orrville,Connecticut,58037,Edwardmouth,Texas,12.61,False,No,surface,433,Hughes-Erickson,Smith-Crawford,2010-11-20,3,Education loan,College education,somebody,Owned,7,2274
886,Duane Brown,1985-03-22,1959-04-16,76428,Local government officer,Married,Jones-Werner,simple,26906,31358,79,Fully Disbursed,Woodton,Massachusetts,43952,Paulside,Kentucky,6.11,True,No,more,385,Barnett and Sons,Smith Ltd,2011-10-09,22,Education loan,College education,society,Rented,14,2290
887,Jennifer Fisher,2003-01-03,1983-12-29,146534,Occupational hygienist,Married,"Peters, Dyer and Watson",picture,25803,3500,181,Fully Disbursed,Ellisstad,Florida,27323,East Robert,New Hampshire,9.35,False,No,resource,535,"Adams, Shannon and Woodard",Carr and Sons,1983-02-22,4,Education loan,School Education,west,Rented,28,4534
888,John Perkins,1990-07-15,1987-01-15,72623,Glass blower/designer,Married,"Osborne, Gibson and Gregory",hear,26410,31162,137,Fully Disbursed,Port Charles,Colorado,55625,Robertfort,Georgia,19.43,False,No,choice,569,Newman PLC,Hernandez PLC,1995-11-05,4,Education loan,School Education,husband,Owned,20,4278
889,Brady Garza,1973-07-24,1973-05-21,169369,Ceramics designer,Single,"Mitchell, Powers and Barnes",next,17065,25834,364,EMI Running,Pamelahaven,Nevada,99254,Port Denise,West Virginia,16.66,False,Yes,Republican,630,Randolph PLC,Becker PLC,1985-05-10,29,Education loan,Certification,quite,Rented,1,2829
890,Joshua Duncan,2006-05-30,1990-02-25,153180,Barista,Single,Hancock-Noble,dinner,49930,8635,128,Fully Disbursed,North Kim,Kentucky,41269,Lake Matthewstad,Rhode Island,6.72,False,No,truth,449,"Moran, Smith and Davis",Perez-Cline,2023-09-28,40,Education loan,School Education,effect,Rented,18,2578
891,Stephen Glass,1973-03-05,2002-10-21,139447,Television production assistant,Married,"Hart, Stevens and Torres",together,10580,38063,289,EMI Running,Kellyside,California,21083,Adamview,Florida,17.02,False,Yes,animal,780,"Vazquez, Hamilton and Williams",Gonzalez-Drake,1999-01-15,1,Education loan,School Education,soldier,Rented,21,2601
892,Isaiah Parks,1975-04-05,1990-01-05,84846,Financial manager,Divorced,Moore-White,economy,29230,24554,263,Fully Disbursed,South Keith,Illinois,97020,West Stevenport,New Jersey,7.94,False,No,important,515,Mays Group,"Bishop, Ross and House",2016-02-17,15,Education loan,School Education,order,Owned,14,1596
893,Kevin Rodriguez,1978-09-12,1965-01-29,162955,Merchant navy officer,Single,Ramirez Inc,yourself,25837,36399,113,EMI Running,Lake Robertmouth,Delaware,73401,Jamesland,South Carolina,16.07,False,No,game,561,Daniels-Torres,Scott-Krause,1999-11-02,27,Education loan,School Education,recently,Owned,19,2778
894,Jasmine Sullivan,2000-05-08,1978-10-15,145135,Event organiser,Married,Shaw-Brown,understand,31121,11833,285,EMI Running,Johnborough,Idaho,85804,Lake Molly,Colorado,7.8,True,No,view,724,"Forbes, Gates and Rodriguez",Arnold-Hoffman,1974-08-01,20,Education loan,Certification,always,Owned,23,1323
895,James Estrada,1964-06-14,1999-06-14,30538,Broadcast presenter,Divorced,"Jones, Macdonald and Ferguson",finish,22207,20923,236,EMI Running,Lake Juliefurt,California,23602,North Nicole,Kansas,17.21,False,Yes,car,845,Mcintosh-Horn,"Martinez, Burns and Graves",2004-02-21,9,Education loan,Certification,other,Owned,18,2693
896,Samantha Raymond,1961-01-15,2005-02-03,44125,Midwife,Single,"Jones, Gonzalez and Mccarthy",business,24353,5872,162,EMI Running,East Bethanyborough,Indiana,94892,Lake Michelle,Oklahoma,15.85,True,No,investment,672,Grant and Sons,Jones-Walker,1985-10-06,21,Education loan,College education,democratic,Rented,4,1570
897,Chelsea Davis,1970-08-18,1971-07-01,107441,Armed forces training and education officer,Divorced,"Oliver, Perry and Stewart",half,8595,3623,61,EMI Running,Robertland,Hawaii,38351,Gonzalezchester,Iowa,8.38,True,No,treat,444,Lyons and Sons,Arnold LLC,1988-07-25,20,Education loan,School Education,everybody,Rented,16,2684
898,Rebecca Chang,1972-08-14,1978-06-29,25377,Housing manager/officer,Married,Hall Group,industry,24679,31967,228,Fully Disbursed,Smithchester,Maryland,91507,Santosfurt,Connecticut,17.12,True,Yes,fish,771,Gardner PLC,Walker Ltd,2017-03-14,7,Education loan,School Education,account,Owned,10,2176
899,Nicole Smith,1988-05-30,1980-05-21,56277,Production engineer,Married,"Ferguson, Hammond and Diaz",seat,10614,21046,88,Fully Disbursed,East Christina,South Carolina,33155,Danielsstad,Vermont,10.13,True,Yes,off,843,Lyons-Turner,Ross-Velez,1986-06-11,11,Education loan,Certification,old,Owned,28,2580
900,Leon Santiago,1975-06-25,1976-01-21,165071,"Engineer, control and instrumentation",Single,Allen-Vang,five,8998,20131,214,EMI Running,West Antoniomouth,Minnesota,32201,Yangton,Michigan,10.95,False,Yes,group,768,Martinez-Cooper,"Reed, Becker and Osborne",2006-08-06,22,Education loan,College education,close,Owned,4,1415
901,Joe Acosta,1985-02-20,1985-12-31,152160,"Designer, television/film set",Married,"Allen, White and Morales",feeling,29411,18968,172,Fully Disbursed,Ginachester,South Dakota,32257,South Tammytown,Alabama,9.61,False,Yes,collection,574,"White, Moses and Li",Moore-Walker,2000-03-14,12,Education loan,Certification,another,Rented,21,1395
902,Ray Torres,1989-11-11,1970-03-14,66107,"Designer, fashion/clothing",Married,Hawkins PLC,natural,30235,10914,260,Fully Disbursed,South Todd,Arkansas,35380,West Jilltown,Texas,16.57,False,No,eight,625,Curtis-Holden,"Wyatt, Howe and Johns",1981-02-12,36,Education loan,College education,carry,Rented,17,1675
903,Charles Walsh,1966-10-30,1995-11-10,49497,Purchasing manager,Single,"Stout, Bowers and Rodgers",nice,27167,32873,174,EMI Running,Joshuastad,Kansas,29624,North Thomasstad,Wyoming,19.03,True,No,trial,658,"Thompson, Burnett and Anderson",Barron-Kelly,1985-04-16,8,Education loan,Certification,wide,Owned,22,2147
904,Mary Robinson,1979-08-03,1991-03-29,22506,Control and instrumentation engineer,Divorced,"Johnson, Hooper and Mooney",authority,36832,19006,106,EMI Running,Lancemouth,North Dakota,96385,Port Tammy,West Virginia,5.47,False,Yes,few,698,Combs PLC,"Young, White and Werner",1980-01-12,8,Education loan,School Education,may,Rented,14,3470
905,Jennifer Porter,1960-01-20,1961-09-16,170107,Adult guidance worker,Divorced,Randolph and Sons,else,31284,31473,259,Fully Disbursed,Lake Kristen,Rhode Island,13778,New Timothy,Rhode Island,17.93,True,No,miss,685,"Mcdowell, Barnett and Bradley",Johnson Group,2006-09-01,25,Education loan,Certification,sea,Rented,8,4885
906,Lisa Scott,2006-04-16,2000-06-30,62193,Environmental education officer,Divorced,Moss LLC,tell,18792,4823,227,Fully Disbursed,Matthewsshire,Oklahoma,07904,Donnafort,South Carolina,18.81,False,Yes,try,385,Ford-Anderson,Hernandez-Herrera,2006-11-30,18,Education loan,School Education,option,Rented,9,4728
907,Edward Sanchez,1968-07-24,1966-10-08,123893,Clinical embryologist,Married,"Lowe, Adams and Crawford",magazine,38776,31338,100,EMI Running,Lake Breannafort,Utah,91179,Hernandezshire,Michigan,14.61,True,Yes,interesting,399,Lopez-Hall,Carroll-Simmons,1997-07-31,11,Education loan,College education,today,Rented,8,2962
908,Lauren Rivera,2005-07-15,1974-03-17,44230,Publishing rights manager,Married,Cross Group,despite,7564,14032,234,EMI Running,West Robert,Louisiana,97065,Port Megan,Wyoming,13.08,False,No,energy,700,Brown and Sons,Brown-Douglas,2017-07-21,34,Education loan,Certification,point,Owned,15,1108
909,Timothy Lucas,1975-09-22,1986-11-15,141305,Illustrator,Divorced,Owen and Sons,once,17832,7496,54,Fully Disbursed,East Lesliemouth,Virginia,48826,New Shellystad,Texas,18.9,False,No,author,798,Wilson Group,Calderon-Gonzalez,2015-03-09,8,Education loan,Certification,place,Owned,3,4155
910,Brandon Moore,2001-10-16,1967-08-17,194815,Insurance broker,Divorced,Williams-Wallace,worker,9506,11770,178,EMI Running,Pageton,Washington,61137,East Williamtown,Louisiana,19.8,False,Yes,officer,877,"James, Ruiz and Scott",Stevens Group,1990-11-06,2,Education loan,Certification,wrong,Rented,5,3623
911,Carlos Harrison,1970-08-04,1975-04-28,198906,Research scientist (life sciences),Divorced,Horn-Barron,interesting,44745,9337,333,EMI Running,Hortonport,Minnesota,63668,Melissabury,South Carolina,8.84,True,Yes,forward,825,Ray-Hernandez,Potts LLC,1971-07-28,31,Education loan,Certification,appear,Rented,25,4848
912,Laura Mayo,1967-11-13,1976-01-07,34125,Midwife,Single,"Turner, Miles and Wright",no,35670,24440,35,Fully Disbursed,Gibsonberg,Kansas,90142,Bakerhaven,Illinois,18.99,True,Yes,discover,373,Hubbard LLC,Stevens-Wise,2000-04-16,15,Education loan,School Education,their,Rented,30,1208
913,Kimberly Rodriguez,1969-04-01,1998-06-03,30885,Human resources officer,Divorced,Williamson PLC,like,34347,25269,325,EMI Running,Lanetown,Nebraska,28784,Toddside,Idaho,8.68,False,Yes,time,380,Stewart Group,Jones-Meyer,1994-09-24,6,Education loan,College education,blood,Owned,22,4787
914,Mia Young,1978-02-04,1999-11-17,141855,Hospital pharmacist,Married,Simmons-Smith,statement,48518,30094,349,EMI Running,North Melissaborough,Nebraska,41008,Martinbury,Virginia,18.85,True,Yes,should,372,"Freeman, Gardner and Johnson","Freeman, Parker and Scott",1996-02-22,39,Education loan,Certification,true,Owned,7,2106
915,John Blair,1983-04-02,1985-07-18,127409,Medical technical officer,Divorced,Barrett-Bennett,tend,10272,29846,289,EMI Running,Francoview,Maine,52931,Scottville,Texas,19.51,False,Yes,act,455,"Chung, Young and Nelson","Scott, Allen and Reed",2011-05-01,12,Education loan,School Education,lot,Rented,5,4235
916,William Peterson,1971-09-15,1977-06-11,104360,Counsellor,Single,"Brown, Williamson and Morris",toward,48602,8054,211,Fully Disbursed,Williamstown,Maine,05213,South Jennifermouth,Alabama,8.96,True,No,live,493,"Brooks, Lopez and Mcguire","Nixon, Thompson and Fuller",2021-07-05,32,Education loan,Certification,PM,Owned,2,3381
917,Michelle Pineda,1969-09-13,1996-07-31,89979,Chartered legal executive (England and Wales),Divorced,Johnson Inc,way,9670,27839,122,Fully Disbursed,West Jenny,Virginia,90700,West Kristenview,Montana,6.21,False,No,ahead,424,Roach-Little,Lawrence-Evans,2003-12-28,18,Education loan,Certification,ask,Rented,11,1130
918,Crystal Solomon,1987-09-22,1995-05-07,21313,Midwife,Single,Mullins-Golden,let,18105,21860,37,Fully Disbursed,South Ashleyberg,Oklahoma,29129,New Oliviachester,Alaska,17.91,True,Yes,growth,485,Bradley-Evans,"Figueroa, Flores and Lindsey",1980-07-02,38,Education loan,Certification,require,Rented,22,4996
919,Brittany Goodwin,1982-01-11,1965-05-08,130604,Editorial assistant,Married,Jones-Dixon,no,31175,12984,158,EMI Running,Port Ericside,Minnesota,78067,North Tyler,Hawaii,7.09,True,No,save,814,"Orozco, Warren and Cole","Griffin, Schwartz and Davis",1989-09-28,20,Education loan,Certification,star,Owned,1,2220
920,Brian Flynn,1976-07-11,1983-02-09,112402,"Psychologist, forensic",Divorced,"Fisher, Harris and Lopez",several,17573,26209,10,Fully Disbursed,Gonzalezbury,New Jersey,89536,Lake Brandimouth,Alabama,13.29,False,Yes,professional,632,"Valencia, Bell and Gonzalez",Jackson PLC,1974-02-17,17,Education loan,Certification,recognize,Owned,22,1347
921,Melanie Grant,1994-07-28,1975-09-08,35321,Chemical engineer,Married,"Roberts, Walters and Williams",decision,34597,27427,248,Fully Disbursed,Jonathanmouth,Wyoming,57877,Jonathanland,Vermont,17.97,False,No,candidate,385,Wilson-Coffey,Macias-Smith,1971-10-10,23,Education loan,School Education,bed,Rented,15,3107
922,Amanda Wilson,1988-05-14,2003-02-20,159409,Statistician,Divorced,Thompson-Lee,experience,38941,3730,120,EMI Running,East Adrian,North Dakota,08368,West Jeffreyhaven,Nevada,12.93,True,Yes,interesting,716,"Gill, Tran and Cox","Martinez, Griffin and Haney",1976-10-31,40,Education loan,School Education,place,Rented,26,4648
923,Kimberly Perkins,1967-06-10,1984-03-08,131484,Recycling officer,Divorced,"Sheppard, Smith and Harris",fire,26296,39741,71,EMI Running,Kevinfort,Wisconsin,87264,Berryfurt,Maine,15.37,True,Yes,move,513,Owens Ltd,"Webster, Bray and Marshall",1980-04-07,23,Education loan,School Education,day,Owned,23,2693
924,Valerie Perez,1997-07-21,1967-10-01,90415,Recycling officer,Married,Pratt LLC,partner,6314,31518,83,Fully Disbursed,Matthewfort,Alaska,23572,Erikaton,South Dakota,14.28,False,No,Mrs,479,Hammond LLC,"Rose, Small and Case",1977-04-18,39,Education loan,Certification,down,Owned,24,3044
925,Christian Byrd,1977-01-05,2003-10-11,29910,Sports development officer,Divorced,"Strickland, Mays and Thomas",ability,44790,30002,44,Fully Disbursed,North Jessicamouth,California,81043,Port Dominique,Kansas,19.58,True,No,religious,880,Hughes LLC,Gomez-Taylor,1990-03-05,20,Education loan,College education,radio,Rented,6,2186
926,Jessica Jarvis,1970-01-23,1965-07-06,129804,Armed forces technical officer,Married,"Martinez, Banks and Rivera",skill,21392,11911,324,Fully Disbursed,Elizabethshire,Montana,36601,North Oscar,Georgia,19.52,True,Yes,seem,637,Nguyen and Sons,Martin-Roman,2013-06-10,7,Education loan,College education,natural,Rented,14,4584
927,Bruce Jones,2005-12-06,1959-08-02,111778,"Geneticist, molecular",Divorced,Farrell-Russell,else,46754,23449,12,Fully Disbursed,Petersborough,California,83868,Lake Reginald,Hawaii,16.94,True,No,reach,606,"Smith, Garcia and Porter",White-Preston,2005-12-29,12,Education loan,Certification,if,Rented,24,2608
928,Kevin Barnett,1995-08-29,2003-07-31,68852,Primary school teacher,Single,Contreras LLC,onto,9455,38338,50,Fully Disbursed,Amyborough,Florida,39966,Jillianport,New Jersey,17.75,True,No,certainly,415,Tran-Morris,"Mccoy, George and Thompson",2010-02-26,20,Education loan,School Education,career,Owned,12,1705
929,Taylor Anthony,1965-08-05,1960-09-29,131629,Financial adviser,Divorced,Campos Ltd,call,17472,34438,140,EMI Running,South Josephfort,Washington,81193,Riosbury,Alabama,19.21,True,Yes,pass,612,"Wang, Doyle and Reyes",Scott-Warren,1986-01-08,14,Education loan,School Education,call,Owned,11,3303
930,Erika Diaz,2001-04-15,1987-08-19,167311,"Scientist, research (physical sciences)",Married,"Burns, Tucker and Avery",laugh,35873,13702,351,EMI Running,Port Laurie,Kansas,63706,South Daniel,Georgia,14.33,False,No,family,594,Villa LLC,Weber-Duncan,2005-07-21,40,Education loan,Certification,anyone,Rented,19,2706
931,Dawn Ochoa,1993-01-10,2005-02-09,83383,Neurosurgeon,Married,George Group,cause,38657,4397,211,EMI Running,Jaredborough,Montana,94617,Lake Angelica,Minnesota,13.32,False,No,street,349,Hodges-Beltran,Martin-Perry,2021-12-20,32,Education loan,School Education,instead,Owned,21,4926
932,Daniel Brown,2002-03-15,2005-04-02,119645,Careers adviser,Single,Taylor-Little,bad,10620,3421,292,EMI Running,Lake Johnathanburgh,Virginia,27179,Lake Jessicaport,Pennsylvania,17.38,True,No,citizen,487,"Stein, Allen and Garcia","Duncan, Garcia and Tucker",1993-09-17,17,Education loan,School Education,may,Rented,15,4067
933,Jennifer Moore,1982-12-15,1969-02-21,68306,Intelligence analyst,Married,Gallegos-Williams,other,42109,37031,90,Fully Disbursed,Crystalburgh,New York,79141,Andersonton,Arizona,10.37,False,Yes,home,605,King-Green,Huang-Bates,2007-07-18,10,Education loan,College education,group,Owned,19,1642
934,Julia Taylor,1973-07-22,1973-03-26,93913,Theatre director,Single,"Gonzalez, Hebert and Hunter",beautiful,25465,20906,353,EMI Running,North Tamarachester,Louisiana,41551,East Rebecca,Ohio,11.57,False,No,office,645,"Nash, Parker and Flores",Butler Inc,2004-03-16,32,Education loan,Certification,speak,Owned,12,3426
935,Kelly Robinson,1966-01-20,1970-11-01,79102,Building control surveyor,Married,Obrien-Brown,under,6082,9054,32,Fully Disbursed,Johnsonstad,Washington,80460,Michaelmouth,Louisiana,17.31,True,Yes,visit,741,Davis Inc,Brown LLC,1977-02-16,26,Education loan,School Education,central,Owned,29,3784
936,James Reyes,1991-07-30,1982-07-02,167805,Interpreter,Single,Miller and Sons,million,34875,38598,116,EMI Running,Port Kellyton,Connecticut,87000,Garciaport,New Hampshire,17.87,False,No,campaign,733,"Johnson, Hodge and Blake",Diaz-Navarro,1979-08-17,19,Education loan,Certification,per,Owned,23,2627
937,Natalie Chen,1978-03-07,1988-05-24,67256,"Buyer, retail",Married,Logan-Mccoy,sea,44806,3672,198,Fully Disbursed,Port Erikmouth,Oklahoma,40863,East Richardside,New Mexico,19.66,True,Yes,mouth,473,Gray Inc,Lopez Group,1992-03-10,0,Education loan,College education,live,Owned,22,2453
938,David Barajas,1966-08-01,1985-01-20,92692,Architectural technologist,Divorced,Anthony Group,special,26354,11864,310,Fully Disbursed,North Kellymouth,South Dakota,26465,Sancheztown,New York,8.81,True,No,fight,775,Pearson-Anderson,"Bryant, Ritter and Carpenter",2000-12-21,24,Education loan,College education,employee,Owned,16,1814
939,Jason Diaz,1959-07-28,1975-12-08,79634,Medical technical officer,Single,"Ellis, Duncan and Rice",way,20856,6774,163,Fully Disbursed,South Patrickfort,New Mexico,62622,Port Ethan,Utah,5.77,True,Yes,million,429,Price Group,Turner-Rivera,1982-10-18,33,Education loan,College education,job,Rented,16,1304
940,Penny Mills,1975-07-29,1990-06-11,155553,Drilling engineer,Married,Lin-Fernandez,hand,20404,35900,213,Fully Disbursed,Zacharystad,Oregon,69032,Davidside,Ohio,11.36,False,Yes,debate,751,Becker LLC,Osborn-Gamble,1982-04-20,29,Education loan,School Education,next,Owned,27,4010
941,Stacie Smith,1996-06-30,1982-10-08,26115,"Surveyor, insurance",Single,Coleman Inc,behind,12500,6039,38,EMI Running,Jenniferport,New Mexico,43473,Richardbury,New Jersey,12.55,False,No,particularly,513,"Peterson, George and Odom","Edwards, Fitzgerald and Hunt",2013-07-02,34,Education loan,School Education,official,Rented,13,3833
942,Dean Chambers,1967-08-11,1970-06-13,174022,Garment/textile technologist,Divorced,Cochran Group,water,34664,18406,68,Fully Disbursed,North Billyfurt,Arkansas,22676,Port Jennifer,Alaska,19.85,False,Yes,occur,791,"Meyers, Fuller and Garza",Cummings Ltd,1980-03-11,0,Education loan,School Education,against,Owned,21,3661
